,label,email,length,body_text_clean,body_text_tokenized,body_text_nonstop,body_text_stemmed,body_text_lemmatized,body_text_length,body_text_clean_length,num_characters,num_words,num_sentences
3804,ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,88,Dude while were makin those weirdy brownies my sister made awesome cookies I took pics,"['Dude', 'while', 'were', 'makin', 'those', 'weirdy', 'brownies', 'my', 'sister', 'made', 'awesome', 'cookies', 'I', 'took', 'pics']","['Dude', 'makin', 'weirdy', 'brownies', 'sister', 'made', 'awesome', 'cookies', 'I', 'took', 'pics']","['dude', 'makin', 'weirdi', 'browni', 'sister', 'made', 'awesom', 'cooki', 'i', 'took', 'pic']","['dude', 'makin', 'weirdi', 'browni', 'sister', 'made', 'awesom', 'cooki', 'i', 'took', 'pic']",88,86,88,17,2
3805,spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,159,URGENT We are trying to contact you Last weekends draw shows that you have won a å£900 prize GUARANTEED Call 09061701851 Claim code K61 Valid 12hours only,"['URGENT', 'We', 'are', 'trying', 'to', 'contact', 'you', 'Last', 'weekends', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', 'å', '900', 'prize', 'GUARANTEED', 'Call', '09061701851', 'Claim', 'code', 'K61', 'Valid', '12hours', 'only']","['URGENT', 'We', 'trying', 'contact', 'Last', 'weekends', 'draw', 'shows', 'å', '900', 'prize', 'GUARANTEED', 'Call', '09061701851', 'Claim', 'code', 'K61', 'Valid', '12hours']","['urgent', 'we', 'tri', 'contact', 'last', 'weekend', 'draw', 'show', 'å', '900', 'prize', 'guarante', 'call', '09061701851', 'claim', 'code', 'k61', 'valid', '12hour']","['urgent', 'we', 'tri', 'contact', 'last', 'weekend', 'draw', 'show', 'å', '900', 'prize', 'guarante', 'call', '09061701851', 'claim', 'code', 'k61', 'valid', '12hour']",159,154,159,32,6
3806,ham,Pls dont restrict her from eating anythin she likes for the next two days.,74,Pls dont restrict her from eating anythin she likes for the next two days,"['Pls', 'dont', 'restrict', 'her', 'from', 'eating', 'anythin', 'she', 'likes', 'for', 'the', 'next', 'two', 'days']","['Pls', 'dont', 'restrict', 'eating', 'anythin', 'likes', 'next', 'two', 'days']","['pl', 'dont', 'restrict', 'eat', 'anythin', 'like', 'next', 'two', 'day']","['pl', 'dont', 'restrict', 'eat', 'anythin', 'like', 'next', 'two', 'day']",74,73,74,15,1
3807,ham,Mm you ask him to come its enough :-),37,Mm you ask him to come its enough ,"['Mm', 'you', 'ask', 'him', 'to', 'come', 'its', 'enough', '']","['Mm', 'ask', 'come', 'enough', '']","['mm', 'ask', 'come', 'enough', '']","['mm', 'ask', 'come', 'enough', '']",37,34,37,11,1
3808,ham,At the funeral home with Audrey and dad,39,At the funeral home with Audrey and dad,"['At', 'the', 'funeral', 'home', 'with', 'Audrey', 'and', 'dad']","['At', 'funeral', 'home', 'Audrey', 'dad']","['at', 'funer', 'home', 'audrey', 'dad']","['at', 'funer', 'home', 'audrey', 'dad']",39,39,39,8,1
3809,ham,"Aight, can you text me the address?",35,Aight can you text me the address,"['Aight', 'can', 'you', 'text', 'me', 'the', 'address']","['Aight', 'text', 'address']","['aight', 'text', 'address']","['aight', 'text', 'address']",35,33,35,9,1
3810,ham,Excellent! Wish we were together right now!,43,Excellent Wish we were together right now,"['Excellent', 'Wish', 'we', 'were', 'together', 'right', 'now']","['Excellent', 'Wish', 'together', 'right']","['excel', 'wish', 'togeth', 'right']","['excel', 'wish', 'togeth', 'right']",43,41,43,9,2
3811,ham,Yep then is fine 7.30 or 8.30 for ice age.,42,Yep then is fine 730 or 830 for ice age,"['Yep', 'then', 'is', 'fine', '730', 'or', '830', 'for', 'ice', 'age']","['Yep', 'fine', '730', '830', 'ice', 'age']","['yep', 'fine', '730', '830', 'ice', 'age']","['yep', 'fine', '730', '830', 'ice', 'age']",42,39,42,11,1
3812,ham,Pls i wont belive god.not only jesus.,37,Pls i wont belive godnot only jesus,"['Pls', 'i', 'wont', 'belive', 'godnot', 'only', 'jesus']","['Pls', 'wont', 'belive', 'godnot', 'jesus']","['pl', 'wont', 'beliv', 'godnot', 'jesu']","['pl', 'wont', 'beliv', 'godnot', 'jesu']",37,35,37,8,1
3813,ham,Can. Dunno wat to get 4 her...,30,Can Dunno wat to get 4 her,"['Can', 'Dunno', 'wat', 'to', 'get', '4', 'her']","['Can', 'Dunno', 'wat', 'get', '4']","['can', 'dunno', 'wat', 'get', '4']","['can', 'dunno', 'wat', 'get', '4']",30,26,30,9,2
3814,ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",82,Not yet chikkuk then wat abt tht guy did he stopped irritating or msging to u,"['Not', 'yet', 'chikkuk', 'then', 'wat', 'abt', 'tht', 'guy', 'did', 'he', 'stopped', 'irritating', 'or', 'msging', 'to', 'u']","['Not', 'yet', 'chikkuk', 'wat', 'abt', 'tht', 'guy', 'stopped', 'irritating', 'msging', 'u']","['not', 'yet', 'chikkuk', 'wat', 'abt', 'tht', 'guy', 'stop', 'irrit', 'msging', 'u']","['not', 'yet', 'chikkuk', 'wat', 'abt', 'tht', 'guy', 'stop', 'irrit', 'msging', 'u']",82,77,82,20,1
3815,ham,How long does it take to get it.,32,How long does it take to get it,"['How', 'long', 'does', 'it', 'take', 'to', 'get', 'it']","['How', 'long', 'take', 'get']","['how', 'long', 'take', 'get']","['how', 'long', 'take', 'get']",32,31,32,9,1
3816,ham,This is my number by vivek..,28,This is my number by vivek,"['This', 'is', 'my', 'number', 'by', 'vivek']","['This', 'number', 'vivek']","['thi', 'number', 'vivek']","['thi', 'number', 'vivek']",28,26,28,7,1
3817,spam,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,120,74355 XMAS iscoming  ur awarded either å£500 CD gift vouchers  free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,"['74355', 'XMAS', 'iscoming', 'ur', 'awarded', 'either', 'å', '500', 'CD', 'gift', 'vouchers', 'free', 'entry', '2', 'r', 'å', '100', 'weekly', 'draw', 'txt', 'MUSIC', 'to', '87066', 'TnC']","['74355', 'XMAS', 'iscoming', 'ur', 'awarded', 'either', 'å', '500', 'CD', 'gift', 'vouchers', 'free', 'entry', '2', 'r', 'å', '100', 'weekly', 'draw', 'txt', 'MUSIC', '87066', 'TnC']","['74355', 'xma', 'iscom', 'ur', 'award', 'either', 'å', '500', 'cd', 'gift', 'voucher', 'free', 'entri', '2', 'r', 'å', '100', 'weekli', 'draw', 'txt', 'music', '87066', 'tnc']","['74355', 'xma', 'iscom', 'ur', 'award', 'either', 'å', '500', 'cd', 'gift', 'voucher', 'free', 'entri', '2', 'r', 'å', '100', 'weekli', 'draw', 'txt', 'music', '87066', 'tnc']",120,118,120,24,1
3818,ham,"sorry brah, just finished the last of my exams, what up",55,sorry brah just finished the last of my exams what up,"['sorry', 'brah', 'just', 'finished', 'the', 'last', 'of', 'my', 'exams', 'what', 'up']","['sorry', 'brah', 'finished', 'last', 'exams']","['sorri', 'brah', 'finish', 'last', 'exam']","['sorri', 'brah', 'finish', 'last', 'exam']",55,53,55,13,1
3819,ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",67,I got arrested for possession at I shit you not  ltTIMEgt  pm,"['I', 'got', 'arrested', 'for', 'possession', 'at', 'I', 'shit', 'you', 'not', 'ltTIMEgt', 'pm']","['I', 'got', 'arrested', 'possession', 'I', 'shit', 'ltTIMEgt', 'pm']","['i', 'got', 'arrest', 'possess', 'i', 'shit', 'lttimegt', 'pm']","['i', 'got', 'arrest', 'posse', 'i', 'shit', 'lttimegt', 'pm']",67,61,67,20,1
3820,ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,244,You are right though I cant give you the space you want and need This is really starting to become an issue I was going to suggest setting a definite move outif im still there after greece But maybe you are ready and should do it now,"['You', 'are', 'right', 'though', 'I', 'cant', 'give', 'you', 'the', 'space', 'you', 'want', 'and', 'need', 'This', 'is', 'really', 'starting', 'to', 'become', 'an', 'issue', 'I', 'was', 'going', 'to', 'suggest', 'setting', 'a', 'definite', 'move', 'outif', 'im', 'still', 'there', 'after', 'greece', 'But', 'maybe', 'you', 'are', 'ready', 'and', 'should', 'do', 'it', 'now']","['You', 'right', 'though', 'I', 'cant', 'give', 'space', 'want', 'need', 'This', 'really', 'starting', 'become', 'issue', 'I', 'going', 'suggest', 'setting', 'definite', 'move', 'outif', 'im', 'still', 'greece', 'But', 'maybe', 'ready']","['you', 'right', 'though', 'i', 'cant', 'give', 'space', 'want', 'need', 'thi', 'realli', 'start', 'becom', 'issu', 'i', 'go', 'suggest', 'set', 'definit', 'move', 'outif', 'im', 'still', 'greec', 'but', 'mayb', 'readi']","['you', 'right', 'though', 'i', 'cant', 'give', 'space', 'want', 'need', 'thi', 'realli', 'start', 'becom', 'issu', 'i', 'go', 'suggest', 'set', 'definit', 'move', 'outif', 'im', 'still', 'greec', 'but', 'mayb', 'readi']",244,233,244,57,5
3821,ham,Just normal only here :),24,Just normal only here ,"['Just', 'normal', 'only', 'here', '']","['Just', 'normal', '']","['just', 'normal', '']","['just', 'normal', '']",24,22,24,6,1
3822,ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",159,Please protect yourself from ethreats SIB never asks for sensitive information like PasswordsATMSMS PIN thru email Never share your password with anybody,"['Please', 'protect', 'yourself', 'from', 'ethreats', 'SIB', 'never', 'asks', 'for', 'sensitive', 'information', 'like', 'PasswordsATMSMS', 'PIN', 'thru', 'email', 'Never', 'share', 'your', 'password', 'with', 'anybody']","['Please', 'protect', 'ethreats', 'SIB', 'never', 'asks', 'sensitive', 'information', 'like', 'PasswordsATMSMS', 'PIN', 'thru', 'email', 'Never', 'share', 'password', 'anybody']","['pleas', 'protect', 'ethreat', 'sib', 'never', 'ask', 'sensit', 'inform', 'like', 'passwordsatmsm', 'pin', 'thru', 'email', 'never', 'share', 'password', 'anybodi']","['plea', 'protect', 'ethreat', 'sib', 'never', 'ask', 'sensit', 'inform', 'like', 'passwordsatmsm', 'pin', 'thru', 'email', 'never', 'share', 'password', 'anybodi']",159,153,159,27,3
3823,ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,159,I miss you so much Im so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice I love you,"['I', 'miss', 'you', 'so', 'much', 'Im', 'so', 'desparate', 'I', 'have', 'recorded', 'the', 'message', 'you', 'left', 'for', 'me', 'the', 'other', 'day', 'and', 'listen', 'to', 'it', 'just', 'to', 'hear', 'the', 'sound', 'of', 'your', 'voice', 'I', 'love', 'you']","['I', 'miss', 'much', 'Im', 'desparate', 'I', 'recorded', 'message', 'left', 'day', 'listen', 'hear', 'sound', 'voice', 'I', 'love']","['i', 'miss', 'much', 'im', 'despar', 'i', 'record', 'messag', 'left', 'day', 'listen', 'hear', 'sound', 'voic', 'i', 'love']","['i', 'miss', 'much', 'im', 'despar', 'i', 'record', 'messag', 'left', 'day', 'listen', 'hear', 'sound', 'voic', 'i', 'love']",159,157,159,37,2
3824,ham,Hi. I'm always online on yahoo and would like to chat with you someday,70,Hi Im always online on yahoo and would like to chat with you someday,"['Hi', 'Im', 'always', 'online', 'on', 'yahoo', 'and', 'would', 'like', 'to', 'chat', 'with', 'you', 'someday']","['Hi', 'Im', 'always', 'online', 'yahoo', 'would', 'like', 'chat', 'someday']","['hi', 'im', 'alway', 'onlin', 'yahoo', 'would', 'like', 'chat', 'someday']","['hi', 'im', 'alway', 'onlin', 'yahoo', 'would', 'like', 'chat', 'someday']",70,68,70,16,2
3825,ham,"Goodmorning,my grandfather expired..so am on leave today.",57,Goodmorningmy grandfather expiredso am on leave today,"['Goodmorningmy', 'grandfather', 'expiredso', 'am', 'on', 'leave', 'today']","['Goodmorningmy', 'grandfather', 'expiredso', 'leave', 'today']","['goodmorningmi', 'grandfath', 'expiredso', 'leav', 'today']","['goodmorningmi', 'grandfath', 'expiredso', 'leav', 'today']",57,53,57,12,1
3826,spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max ,162,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TSCs wwwsmsconet costå£375max ,"['Congratulations', 'U', 'can', 'claim', '2', 'VIP', 'row', 'A', 'Tickets', '2', 'C', 'Blu', 'in', 'concert', 'in', 'November', 'or', 'Blu', 'gift', 'guaranteed', 'Call', '09061104276', 'to', 'claim', 'TSCs', 'wwwsmsconet', 'costå', '375max', '']","['Congratulations', 'U', 'claim', '2', 'VIP', 'row', 'A', 'Tickets', '2', 'C', 'Blu', 'concert', 'November', 'Blu', 'gift', 'guaranteed', 'Call', '09061104276', 'claim', 'TSCs', 'wwwsmsconet', 'costå', '375max', '']","['congratul', 'u', 'claim', '2', 'vip', 'row', 'a', 'ticket', '2', 'c', 'blu', 'concert', 'novemb', 'blu', 'gift', 'guarante', 'call', '09061104276', 'claim', 'tsc', 'wwwsmsconet', 'costå', '375max', '']","['congratul', 'u', 'claim', '2', 'vip', 'row', 'a', 'ticket', '2', 'c', 'blu', 'concert', 'novemb', 'blu', 'gift', 'guarante', 'call', '09061104276', 'claim', 'tsc', 'wwwsmsconet', 'costå', '375max', '']",162,158,162,29,1
3827,ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,139,Where are you  What are you doing  Are yuou working on getting the pc to your moms  Did you find a spot that it would work  I need you,"['Where', 'are', 'you', 'What', 'are', 'you', 'doing', 'Are', 'yuou', 'working', 'on', 'getting', 'the', 'pc', 'to', 'your', 'moms', 'Did', 'you', 'find', 'a', 'spot', 'that', 'it', 'would', 'work', 'I', 'need', 'you']","['Where', 'What', 'Are', 'yuou', 'working', 'getting', 'pc', 'moms', 'Did', 'find', 'spot', 'would', 'work', 'I', 'need']","['where', 'what', 'are', 'yuou', 'work', 'get', 'pc', 'mom', 'did', 'find', 'spot', 'would', 'work', 'i', 'need']","['where', 'what', 'are', 'yuou', 'work', 'get', 'pc', 'mom', 'did', 'find', 'spot', 'would', 'work', 'i', 'need']",139,134,139,34,5
3828,ham,"Sure, I'll see if I can come by in a bit",40,Sure Ill see if I can come by in a bit,"['Sure', 'Ill', 'see', 'if', 'I', 'can', 'come', 'by', 'in', 'a', 'bit']","['Sure', 'Ill', 'see', 'I', 'come', 'bit']","['sure', 'ill', 'see', 'i', 'come', 'bit']","['sure', 'ill', 'see', 'i', 'come', 'bit']",40,38,40,13,1
3829,ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,86,I agree So i can stop thinkin about ipad Can you please ask macho the same question,"['I', 'agree', 'So', 'i', 'can', 'stop', 'thinkin', 'about', 'ipad', 'Can', 'you', 'please', 'ask', 'macho', 'the', 'same', 'question']","['I', 'agree', 'So', 'stop', 'thinkin', 'ipad', 'Can', 'please', 'ask', 'macho', 'question']","['i', 'agre', 'so', 'stop', 'thinkin', 'ipad', 'can', 'pleas', 'ask', 'macho', 'question']","['i', 'agre', 'so', 'stop', 'thinkin', 'ipad', 'can', 'plea', 'ask', 'macho', 'question']",86,83,86,20,3
3830,ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,116,Lets pool our money together and buy a bunch of lotto tickets If we win I get ltgt  u get ltgt  Deal,"['Lets', 'pool', 'our', 'money', 'together', 'and', 'buy', 'a', 'bunch', 'of', 'lotto', 'tickets', 'If', 'we', 'win', 'I', 'get', 'ltgt', 'u', 'get', 'ltgt', 'Deal']","['Lets', 'pool', 'money', 'together', 'buy', 'bunch', 'lotto', 'tickets', 'If', 'win', 'I', 'get', 'ltgt', 'u', 'get', 'ltgt', 'Deal']","['let', 'pool', 'money', 'togeth', 'buy', 'bunch', 'lotto', 'ticket', 'if', 'win', 'i', 'get', 'ltgt', 'u', 'get', 'ltgt', 'deal']","['let', 'pool', 'money', 'togeth', 'buy', 'bunch', 'lotto', 'ticket', 'if', 'win', 'i', 'get', 'ltgt', 'u', 'get', 'ltgt', 'deal']",116,100,116,40,3
3831,ham,Ok.,3,Ok,['Ok'],['Ok'],['ok'],['ok'],3,2,3,2,1
3832,ham,I had askd u a question some hours before. Its answer,53,I had askd u a question some hours before Its answer,"['I', 'had', 'askd', 'u', 'a', 'question', 'some', 'hours', 'before', 'Its', 'answer']","['I', 'askd', 'u', 'question', 'hours', 'Its', 'answer']","['i', 'askd', 'u', 'question', 'hour', 'it', 'answer']","['i', 'askd', 'u', 'question', 'hour', 'it', 'answer']",53,52,53,12,2
3833,ham,Watching tv lor. Nice one then i like lor.,42,Watching tv lor Nice one then i like lor,"['Watching', 'tv', 'lor', 'Nice', 'one', 'then', 'i', 'like', 'lor']","['Watching', 'tv', 'lor', 'Nice', 'one', 'like', 'lor']","['watch', 'tv', 'lor', 'nice', 'one', 'like', 'lor']","['watch', 'tv', 'lor', 'nice', 'one', 'like', 'lor']",42,40,42,11,2
3834,ham,I'm thinking that chennai forgot to come for auction..,54,Im thinking that chennai forgot to come for auction,"['Im', 'thinking', 'that', 'chennai', 'forgot', 'to', 'come', 'for', 'auction']","['Im', 'thinking', 'chennai', 'forgot', 'come', 'auction']","['im', 'think', 'chennai', 'forgot', 'come', 'auction']","['im', 'think', 'chennai', 'forgot', 'come', 'auction']",54,51,54,11,1
3835,ham,Then Ì_ come n pick me at 530 ar?,33,Then Ì come n pick me at 530 ar,"['Then', 'Ì', 'come', 'n', 'pick', 'me', 'at', '530', 'ar']","['Then', 'Ì', 'come', 'n', 'pick', '530', 'ar']","['then', 'ì', 'come', 'n', 'pick', '530', 'ar']","['then', 'ì', 'come', 'n', 'pick', '530', 'ar']",33,31,33,10,1
3836,ham,Early bird! Any purchases yet?,30,Early bird Any purchases yet,"['Early', 'bird', 'Any', 'purchases', 'yet']","['Early', 'bird', 'Any', 'purchases', 'yet']","['earli', 'bird', 'ani', 'purchas', 'yet']","['earli', 'bird', 'ani', 'purchas', 'yet']",30,28,30,7,2
3837,ham,Went to pay rent. So i had to go to the bank to authorise the payment.,70,Went to pay rent So i had to go to the bank to authorise the payment,"['Went', 'to', 'pay', 'rent', 'So', 'i', 'had', 'to', 'go', 'to', 'the', 'bank', 'to', 'authorise', 'the', 'payment']","['Went', 'pay', 'rent', 'So', 'go', 'bank', 'authorise', 'payment']","['went', 'pay', 'rent', 'so', 'go', 'bank', 'authoris', 'payment']","['went', 'pay', 'rent', 'so', 'go', 'bank', 'authoris', 'payment']",70,68,70,18,2
3838,ham,"Erm Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",94,Erm Û ill pick you up at about 645pm Thatll give enough time to get there park and that,"['Erm', 'Û', 'ill', 'pick', 'you', 'up', 'at', 'about', '645pm', 'Thatll', 'give', 'enough', 'time', 'to', 'get', 'there', 'park', 'and', 'that']","['Erm', 'Û', 'ill', 'pick', '645pm', 'Thatll', 'give', 'enough', 'time', 'get', 'park']","['erm', 'û', 'ill', 'pick', '645pm', 'thatll', 'give', 'enough', 'time', 'get', 'park']","['erm', 'û', 'ill', 'pick', '645pm', 'thatll', 'give', 'enough', 'time', 'get', 'park']",94,88,94,23,2
3839,ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,62,HEY MATE HOWS U HONEYDID U AVE GOOD HOLIDAY GIMMI DE GOSSx,"['HEY', 'MATE', 'HOWS', 'U', 'HONEYDID', 'U', 'AVE', 'GOOD', 'HOLIDAY', 'GIMMI', 'DE', 'GOSSx']","['HEY', 'MATE', 'HOWS', 'U', 'HONEYDID', 'U', 'AVE', 'GOOD', 'HOLIDAY', 'GIMMI', 'DE', 'GOSSx']","['hey', 'mate', 'how', 'u', 'honeydid', 'u', 'ave', 'good', 'holiday', 'gimmi', 'de', 'gossx']","['hey', 'mate', 'how', 'u', 'honeydid', 'u', 'ave', 'good', 'holiday', 'gimmi', 'de', 'gossx']",62,58,62,18,3
3840,ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,72,Howz painit will come down todaydo as i said ystrdayice and medicine,"['Howz', 'painit', 'will', 'come', 'down', 'todaydo', 'as', 'i', 'said', 'ystrdayice', 'and', 'medicine']","['Howz', 'painit', 'come', 'todaydo', 'said', 'ystrdayice', 'medicine']","['howz', 'painit', 'come', 'todaydo', 'said', 'ystrdayic', 'medicin']","['howz', 'painit', 'come', 'todaydo', 'said', 'ystrdayic', 'medicin']",72,68,72,13,1
3841,ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",142,chile please Its only a  ltDECIMALgt  hour drive for me I come down all the time and will be subletting febapril for audition season,"['chile', 'please', 'Its', 'only', 'a', 'ltDECIMALgt', 'hour', 'drive', 'for', 'me', 'I', 'come', 'down', 'all', 'the', 'time', 'and', 'will', 'be', 'subletting', 'febapril', 'for', 'audition', 'season']","['chile', 'please', 'Its', 'ltDECIMALgt', 'hour', 'drive', 'I', 'come', 'time', 'subletting', 'febapril', 'audition', 'season']","['chile', 'pleas', 'it', 'ltdecimalgt', 'hour', 'drive', 'i', 'come', 'time', 'sublet', 'febapril', 'audit', 'season']","['chile', 'plea', 'it', 'ltdecimalgt', 'hour', 'drive', 'i', 'come', 'time', 'sublet', 'febapril', 'audit', 'season']",142,132,142,35,3
3842,ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,85,Yes ammaelife takes lot of turns you can only sit and try to hold the steering,"['Yes', 'ammaelife', 'takes', 'lot', 'of', 'turns', 'you', 'can', 'only', 'sit', 'and', 'try', 'to', 'hold', 'the', 'steering']","['Yes', 'ammaelife', 'takes', 'lot', 'turns', 'sit', 'try', 'hold', 'steering']","['ye', 'ammaelif', 'take', 'lot', 'turn', 'sit', 'tri', 'hold', 'steer']","['ye', 'ammaelif', 'take', 'lot', 'turn', 'sit', 'tri', 'hold', 'steer']",85,78,85,19,1
3843,ham,"Yeah that's what I thought, lemme know if anything's goin on later",66,Yeah thats what I thought lemme know if anythings goin on later,"['Yeah', 'thats', 'what', 'I', 'thought', 'lemme', 'know', 'if', 'anythings', 'goin', 'on', 'later']","['Yeah', 'thats', 'I', 'thought', 'lemme', 'know', 'anythings', 'goin', 'later']","['yeah', 'that', 'i', 'thought', 'lemm', 'know', 'anyth', 'goin', 'later']","['yeah', 'that', 'i', 'thought', 'lemm', 'know', 'anyth', 'goin', 'later']",66,63,66,16,1
3844,ham,Mmmm.... I cant wait to lick it!,32,Mmmm I cant wait to lick it,"['Mmmm', 'I', 'cant', 'wait', 'to', 'lick', 'it']","['Mmmm', 'I', 'cant', 'wait', 'lick']","['mmmm', 'i', 'cant', 'wait', 'lick']","['mmmm', 'i', 'cant', 'wait', 'lick']",32,27,32,9,2
3845,ham,Pls go there today  &lt;#&gt; . I dont want any excuses,55,Pls go there today  ltgt  I dont want any excuses,"['Pls', 'go', 'there', 'today', 'ltgt', 'I', 'dont', 'want', 'any', 'excuses']","['Pls', 'go', 'today', 'ltgt', 'I', 'dont', 'want', 'excuses']","['pl', 'go', 'today', 'ltgt', 'i', 'dont', 'want', 'excus']","['pl', 'go', 'today', 'ltgt', 'i', 'dont', 'want', 'excus']",55,49,55,17,2
3846,spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",162,Fantasy Football is back on your TV Go to Sky Gamestar on Sky Active and play å£250k Dream Team Scoring starts on Saturday so register nowSKY OPT OUT to 88088,"['Fantasy', 'Football', 'is', 'back', 'on', 'your', 'TV', 'Go', 'to', 'Sky', 'Gamestar', 'on', 'Sky', 'Active', 'and', 'play', 'å', '250k', 'Dream', 'Team', 'Scoring', 'starts', 'on', 'Saturday', 'so', 'register', 'nowSKY', 'OPT', 'OUT', 'to', '88088']","['Fantasy', 'Football', 'back', 'TV', 'Go', 'Sky', 'Gamestar', 'Sky', 'Active', 'play', 'å', '250k', 'Dream', 'Team', 'Scoring', 'starts', 'Saturday', 'register', 'nowSKY', 'OPT', 'OUT', '88088']","['fantasi', 'footbal', 'back', 'tv', 'go', 'ski', 'gamestar', 'ski', 'activ', 'play', 'å', '250k', 'dream', 'team', 'score', 'start', 'saturday', 'regist', 'nowski', 'opt', 'out', '88088']","['fantasi', 'footbal', 'back', 'tv', 'go', 'ski', 'gamestar', 'ski', 'activ', 'play', 'å', '250k', 'dream', 'team', 'score', 'start', 'saturday', 'regist', 'nowski', 'opt', 'out', '88088']",162,158,162,35,3
3847,ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,58,Can you plz tell me the ans BSLVYL sent via fullonsmscom,"['Can', 'you', 'plz', 'tell', 'me', 'the', 'ans', 'BSLVYL', 'sent', 'via', 'fullonsmscom']","['Can', 'plz', 'tell', 'ans', 'BSLVYL', 'sent', 'via', 'fullonsmscom']","['can', 'plz', 'tell', 'an', 'bslvyl', 'sent', 'via', 'fullonsmscom']","['can', 'plz', 'tell', 'an', 'bslvyl', 'sent', 'via', 'fullonsmscom']",58,56,58,12,2
3848,ham,U in town alone?,16,U in town alone,"['U', 'in', 'town', 'alone']","['U', 'town', 'alone']","['u', 'town', 'alon']","['u', 'town', 'alon']",16,15,16,5,1
3849,ham,I to am looking forward to all the sex cuddling.. Only two more sleeps ,71,I to am looking forward to all the sex cuddling Only two more sleeps ,"['I', 'to', 'am', 'looking', 'forward', 'to', 'all', 'the', 'sex', 'cuddling', 'Only', 'two', 'more', 'sleeps', '']","['I', 'looking', 'forward', 'sex', 'cuddling', 'Only', 'two', 'sleeps', '']","['i', 'look', 'forward', 'sex', 'cuddl', 'onli', 'two', 'sleep', '']","['i', 'look', 'forward', 'sex', 'cuddl', 'onli', 'two', 'sleep', '']",71,69,71,15,1
3850,ham,We have all rounder:)so not required:),38,We have all rounderso not required,"['We', 'have', 'all', 'rounderso', 'not', 'required']","['We', 'rounderso', 'required']","['we', 'rounderso', 'requir']","['we', 'rounderso', 'requir']",38,34,38,11,1
3851,ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",44,No its truekDo u knw dis no ltgt ,"['No', 'its', 'truekDo', 'u', 'knw', 'dis', 'no', 'ltgt', '']","['No', 'truekDo', 'u', 'knw', 'dis', 'ltgt', '']","['no', 'truekdo', 'u', 'knw', 'di', 'ltgt', '']","['no', 'truekdo', 'u', 'knw', 'di', 'ltgt', '']",44,33,44,21,2
3852,ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",77,Dont worry 1 day very big lambu ji vl cometil then enjoy batchlor party,"['Dont', 'worry', '1', 'day', 'very', 'big', 'lambu', 'ji', 'vl', 'cometil', 'then', 'enjoy', 'batchlor', 'party']","['Dont', 'worry', '1', 'day', 'big', 'lambu', 'ji', 'vl', 'cometil', 'enjoy', 'batchlor', 'party']","['dont', 'worri', '1', 'day', 'big', 'lambu', 'ji', 'vl', 'cometil', 'enjoy', 'batchlor', 'parti']","['dont', 'worri', '1', 'day', 'big', 'lambu', 'ji', 'vl', 'cometil', 'enjoy', 'batchlor', 'parti']",77,71,77,20,1
